"No.","Time","Source","Destination","Protocol","Length","Info"
"24","0.592730562","207.65.37.179","10.0.2.15","TCP","60","443  >  51454 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"25","0.592752929","34.107.165.188","10.0.2.15","TCP","60","443  >  52958 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"26","0.592822815","108.138.106.108","10.0.2.15","TCP","60","443  >  37264 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"27","0.592846517","52.0.96.241","10.0.2.15","TCP","60","443  >  40338 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"28","0.592846571","18.164.116.58","10.0.2.15","TCP","60","443  >  52674 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"29","0.598628361","18.164.116.58","10.0.2.15","TLSv1.2","93","Application Data"
"30","0.598633589","10.0.2.15","18.164.116.58","TCP","54","52674  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"31","0.599123789","108.138.106.108","10.0.2.15","TLSv1.2","93","Application Data"
"32","0.599128788","10.0.2.15","108.138.106.108","TCP","54","37264  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"33","0.599476679","207.65.37.179","10.0.2.15","TLSv1.2","93","Application Data"
"34","0.599480453","10.0.2.15","207.65.37.179","TCP","54","51454  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"35","0.599755095","34.120.63.153","10.0.2.15","TLSv1.2","93","Application Data"
"36","0.599758825","10.0.2.15","34.120.63.153","TCP","54","33458  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"37","0.599920450","34.107.165.188","10.0.2.15","TLSv1.2","93","Application Data"
"38","0.599921937","10.0.2.15","34.107.165.188","TCP","54","52958  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"39","0.604861270","10.0.2.15","50.17.170.53","TLSv1.2","800","Application Data"
"40","0.604951172","50.17.170.53","10.0.2.15","TCP","60","443  >  49996 [ACK] Seq=1 Ack=747 Win=65535 Len=0"
"41","0.605014544","52.0.96.241","10.0.2.15","TLSv1.2","93","Application Data"
"42","0.605017815","10.0.2.15","52.0.96.241","TCP","54","40338  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"43","0.606325407","3.218.122.15","10.0.2.15","TLSv1.2","93","Application Data"
"44","0.606330187","10.0.2.15","3.218.122.15","TCP","54","54574  >  443 [ACK] Seq=40 Ack=40 Win=63360 Len=0"
"45","0.618700711","50.17.170.53","10.0.2.15","TLSv1.2","342","Application Data"
"46","0.618706092","10.0.2.15","50.17.170.53","TCP","54","49996  >  443 [ACK] Seq=747 Ack=289 Win=63360 Len=0"
"47","1.012553683","10.0.2.15","18.173.240.180","TCP","54","60992  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63189 Len=0"
"48","1.012592752","10.0.2.15","18.173.240.180","TCP","54","60994  >  80 [FIN, ACK] Seq=1 Ack=1 Win=63170 Len=0"
"49","1.012738200","18.173.240.180","10.0.2.15","TCP","60","80  >  60992 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"50","1.012738287","18.173.240.180","10.0.2.15","TCP","60","80  >  60994 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"51","1.018743907","18.173.240.180","10.0.2.15","TCP","60","80  >  60992 [FIN, ACK] Seq=1 Ack=2 Win=65535 Len=0"
"52","1.018760084","10.0.2.15","18.173.240.180","TCP","54","60992  >  80 [ACK] Seq=2 Ack=2 Win=63189 Len=0"
"53","1.019069858","18.173.240.180","10.0.2.15","TCP","60","80  >  60994 [FIN, ACK] Seq=1 Ack=2 Win=65535 Len=0"
"54","1.019075108","10.0.2.15","18.173.240.180","TCP","54","60994  >  80 [ACK] Seq=2 Ack=2 Win=63170 Len=0"
"55","1.066227035","10.0.2.15","99.83.181.31","TLSv1.2","133","Application Data"
"56","1.066244929","10.0.2.15","99.83.181.31","TLSv1.2","438","Application Data"
"57","1.066345573","99.83.181.31","10.0.2.15","TCP","60","443  >  40876 [ACK] Seq=1 Ack=80 Win=65535 Len=0"
"58","1.066375563","99.83.181.31","10.0.2.15","TCP","60","443  >  40876 [ACK] Seq=1 Ack=464 Win=65535 Len=0"
"59","1.084195605","10.0.2.15","104.109.53.145","TCP","74","52476  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2380830614 TSecr=0 WS=128"
"60","1.091179396","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"61","1.091196109","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"62","1.092172587","10.0.2.15","104.109.53.145","TLSv1.3","571","Client Hello"
"63","1.092260991","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"64","1.096229188","99.83.181.31","10.0.2.15","TLSv1.2","155","Application Data"
"65","1.096234963","10.0.2.15","99.83.181.31","TCP","54","40876  >  443 [ACK] Seq=464 Ack=102 Win=63360 Len=0"
"66","1.103816575","104.109.53.145","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"67","1.103821814","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"68","1.104233832","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=1461 Ack=518 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"69","1.104237376","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=518 Ack=2901 Win=63360 Len=0"
"70","1.104283500","104.109.53.145","10.0.2.15","TCP","74","443  >  52476 [PSH, ACK] Seq=2901 Ack=518 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"71","1.104284889","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"72","1.104544175","104.109.53.145","10.0.2.15","TLSv1.3","786","Application Data, Application Data, Application Data"
"73","1.104546713","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=518 Ack=3653 Win=63360 Len=0"
"74","1.106596743","10.0.2.15","104.109.53.145","TLSv1.3","134","Change Cipher Spec, Application Data"
"75","1.106697347","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=3653 Ack=598 Win=65535 Len=0"
"76","1.106858873","10.0.2.15","104.109.53.145","TLSv1.3","224","Application Data"
"77","1.106871298","10.0.2.15","104.109.53.145","TLSv1.3","3777","Application Data"
"78","1.106925658","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=3653 Ack=768 Win=65535 Len=0"
"79","1.106989940","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=3653 Ack=2228 Win=65535 Len=0"
"80","1.107023540","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=3653 Ack=3688 Win=65535 Len=0"
"81","1.107023584","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=3653 Ack=4491 Win=65535 Len=0"
"82","1.112022558","104.109.53.145","10.0.2.15","TLSv1.3","628","Application Data, Application Data"
"83","1.112027491","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4491 Ack=4227 Win=63360 Len=0"
"84","1.114253837","104.109.53.145","10.0.2.15","TLSv1.3","115","Application Data"
"85","1.114258813","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4491 Ack=4288 Win=63360 Len=0"
"86","1.114311513","10.0.2.15","104.109.53.145","TLSv1.3","85","Application Data"
"87","1.114341401","104.109.53.145","10.0.2.15","TLSv1.3","85","Application Data"
"88","1.114345907","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=4319 Win=63360 Len=0"
"89","1.114388881","104.109.53.145","10.0.2.15","TCP","60","443  >  52476 [ACK] Seq=4319 Ack=4522 Win=65535 Len=0"
"90","1.132572116","104.109.53.145","10.0.2.15","TLSv1.3","922","Application Data"
"91","1.132577191","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=5187 Win=63360 Len=0"
"92","1.132631901","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=5187 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"93","1.132635499","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=6627 Win=63360 Len=0"
"94","1.132668924","104.109.53.145","10.0.2.15","TCP","74","443  >  52476 [PSH, ACK] Seq=6627 Ack=4522 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"95","1.132670510","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=6647 Win=63360 Len=0"
"96","1.132874328","104.109.53.145","10.0.2.15","TCP","4374","443  >  52476 [ACK] Seq=6647 Ack=4522 Win=65535 Len=4320 [TCP segment of a reassembled PDU]"
"97","1.132912665","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=10967 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"98","1.132922528","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=12407 Win=63360 Len=0"
"99","1.132938040","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=12407 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"100","1.132960702","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=13847 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"101","1.132963634","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=15287 Win=63360 Len=0"
"102","1.133001259","104.109.53.145","10.0.2.15","TCP","174","443  >  52476 [PSH, ACK] Seq=15287 Ack=4522 Win=65535 Len=120 [TCP segment of a reassembled PDU]"
"103","1.133068954","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=15407 Win=63360 Len=0"
"104","1.133185371","104.109.53.145","10.0.2.15","TCP","2934","443  >  52476 [ACK] Seq=15407 Ack=4522 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"105","1.133190545","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=18287 Win=63360 Len=0"
"106","1.133226464","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=18287 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"107","1.133276146","104.109.53.145","10.0.2.15","TLSv1.3","1951","Application Data, Application Data"
"108","1.133280947","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=21624 Win=63360 Len=0"
"109","1.133318835","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=21624 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"110","1.133367020","104.109.53.145","10.0.2.15","TCP","1534","443  >  52476 [PSH, ACK] Seq=23064 Ack=4522 Win=65535 Len=1480 [TCP segment of a reassembled PDU]"
"111","1.133371811","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=24544 Win=63360 Len=0"
"112","1.137663574","104.109.53.145","10.0.2.15","TCP","1514","443  >  52476 [PSH, ACK] Seq=24544 Ack=4522 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"113","1.137668409","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=26004 Win=63360 Len=0"
"114","1.137751928","104.109.53.145","10.0.2.15","TCP","1514","443  >  52476 [PSH, ACK] Seq=26004 Ack=4522 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"115","1.137801029","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=27464 Win=63360 Len=0"
"116","1.137968645","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=27464 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"117","1.138000156","104.109.53.145","10.0.2.15","TCP","4454","443  >  52476 [PSH, ACK] Seq=28904 Ack=4522 Win=65535 Len=4400 [TCP segment of a reassembled PDU]"
"118","1.138070093","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=33304 Win=63360 Len=0"
"119","1.138152200","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=33304 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"120","1.138186051","104.109.53.145","10.0.2.15","TLSv1.3","4454","Application Data, Application Data"
"121","1.138725418","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=39144 Win=60480 Len=0"
"122","1.138732296","104.109.53.145","10.0.2.15","TCP","1514","443  >  52476 [PSH, ACK] Seq=39144 Ack=4522 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"123","1.138745456","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=40604 Win=59040 Len=0"
"124","1.139796555","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=40604 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"125","1.139871434","104.109.53.145","10.0.2.15","TCP","74","443  >  52476 [PSH, ACK] Seq=42044 Ack=4522 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"126","1.139871488","104.109.53.145","10.0.2.15","TCP","1514","443  >  52476 [PSH, ACK] Seq=42064 Ack=4522 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"127","1.139875229","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=42064 Win=63360 Len=0"
"128","1.139880687","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=43524 Win=63360 Len=0"
"129","1.140085799","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=43524 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"130","1.140122911","104.109.53.145","10.0.2.15","TCP","5814","443  >  52476 [ACK] Seq=44964 Ack=4522 Win=65535 Len=5760 [TCP segment of a reassembled PDU]"
"131","1.140146240","104.109.53.145","10.0.2.15","TCP","154","443  >  52476 [PSH, ACK] Seq=50724 Ack=4522 Win=65535 Len=100 [TCP segment of a reassembled PDU]"
"132","1.140199736","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=50824 Win=63360 Len=0"
"133","1.140296501","104.109.53.145","10.0.2.15","TCP","2974","443  >  52476 [PSH, ACK] Seq=50824 Ack=4522 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"134","1.140353059","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=53744 Win=63360 Len=0"
"135","1.140367475","104.109.53.145","10.0.2.15","TLSv1.3","2934","Application Data, Application Data"
"136","1.140371620","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=56624 Win=63360 Len=0"
"137","1.140433746","104.109.53.145","10.0.2.15","TCP","94","443  >  52476 [PSH, ACK] Seq=56624 Ack=4522 Win=65535 Len=40 [TCP segment of a reassembled PDU]"
"138","1.140433789","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=56664 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"139","1.140451891","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=58104 Win=61920 Len=0"
"140","1.140465629","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=58104 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"141","1.140498354","104.109.53.145","10.0.2.15","TCP","94","443  >  52476 [PSH, ACK] Seq=59544 Ack=4522 Win=65535 Len=40 [TCP segment of a reassembled PDU]"
"142","1.140499513","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=59584 Win=63360 Len=0"
"143","1.140529657","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=59584 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"144","1.140561387","104.109.53.145","10.0.2.15","TCP","74","443  >  52476 [PSH, ACK] Seq=61024 Ack=4522 Win=65535 Len=20 [TCP segment of a reassembled PDU]"
"145","1.140562623","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=61044 Win=63360 Len=0"
"146","1.141549335","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=61044 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"147","1.141606210","104.109.53.145","10.0.2.15","TCP","2934","443  >  52476 [ACK] Seq=62484 Ack=4522 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"148","1.141608584","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=65364 Win=63360 Len=0"
"149","1.141666246","104.109.53.145","10.0.2.15","TCP","2934","443  >  52476 [ACK] Seq=65364 Ack=4522 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"150","1.141667428","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=68244 Win=63360 Len=0"
"151","1.141707590","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=68244 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"152","1.141708859","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=69684 Win=65535 Len=0"
"153","1.141754699","104.109.53.145","10.0.2.15","TLSv1.3","1494","Application Data, Application Data"
"154","1.141755716","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=71124 Win=65535 Len=0"
"155","1.141785072","104.109.53.145","10.0.2.15","TCP","194","443  >  52476 [PSH, ACK] Seq=71124 Ack=4522 Win=65535 Len=140 [TCP segment of a reassembled PDU]"
"156","1.141786341","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=71264 Win=65535 Len=0"
"157","1.144078070","104.109.53.145","10.0.2.15","TCP","1514","443  >  52476 [PSH, ACK] Seq=71264 Ack=4522 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"158","1.144082893","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=72724 Win=65535 Len=0"
"159","1.144359176","104.109.53.145","10.0.2.15","TCP","1494","443  >  52476 [ACK] Seq=72724 Ack=4522 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"160","1.144361626","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=74164 Win=65535 Len=0"
"161","1.144484357","104.109.53.145","10.0.2.15","TLSv1.3","2525","Application Data"
"162","1.144488732","10.0.2.15","104.109.53.145","TCP","54","52476  >  443 [ACK] Seq=4522 Ack=76635 Win=65535 Len=0"
"163","1.147785891","10.0.2.15","3.233.158.24","TLSv1.2","318","Application Data"
"164","1.147801893","10.0.2.15","3.233.158.24","TLSv1.2","540","Application Data"
"165","1.147879819","3.233.158.24","10.0.2.15","TCP","60","443  >  53554 [ACK] Seq=1 Ack=265 Win=65535 Len=0"
"166","1.148120073","3.233.158.24","10.0.2.15","TCP","60","443  >  53554 [ACK] Seq=1 Ack=751 Win=65535 Len=0"
"167","1.174809960","10.0.2.15","23.201.191.195","TCP","74","34056  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204613 TSecr=0 WS=128"
"168","1.174842313","10.0.2.15","23.201.191.195","TCP","74","34070  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204613 TSecr=0 WS=128"
"169","1.175992795","10.0.2.15","23.201.191.195","TCP","74","34084  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204614 TSecr=0 WS=128"
"170","1.176031361","10.0.2.15","23.201.191.195","TCP","74","34088  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204614 TSecr=0 WS=128"
"171","1.176223534","10.0.2.15","23.201.191.195","TCP","74","34092  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204614 TSecr=0 WS=128"
"172","1.176258994","10.0.2.15","23.201.191.195","TCP","74","34104  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3230204614 TSecr=0 WS=128"
"173","1.182697301","23.201.191.195","10.0.2.15","TCP","60","443  >  34070 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"174","1.182713313","10.0.2.15","23.201.191.195","TCP","54","34070  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"175","1.183464725","23.201.191.195","10.0.2.15","TCP","60","443  >  34056 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"176","1.183471539","10.0.2.15","23.201.191.195","TCP","54","34056  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"177","1.184063067","23.201.191.195","10.0.2.15","TCP","60","443  >  34104 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"178","1.184070668","10.0.2.15","23.201.191.195","TCP","54","34104  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"179","1.184813866","23.201.191.195","10.0.2.15","TCP","60","443  >  34084 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"180","1.184816786","10.0.2.15","23.201.191.195","TCP","54","34084  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"181","1.185118083","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"182","1.185209740","23.201.191.195","10.0.2.15","TCP","60","443  >  34070 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"183","1.185927919","23.201.191.195","10.0.2.15","TCP","60","443  >  34092 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"184","1.185935685","10.0.2.15","23.201.191.195","TCP","54","34092  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"185","1.186027123","23.201.191.195","10.0.2.15","TCP","60","443  >  34088 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"186","1.186029453","10.0.2.15","23.201.191.195","TCP","54","34088  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"187","1.187452794","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"188","1.187544812","23.201.191.195","10.0.2.15","TCP","60","443  >  34088 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"189","1.188761202","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"190","1.188859596","23.201.191.195","10.0.2.15","TCP","60","443  >  34084 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"191","1.189769699","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"192","1.189863729","23.201.191.195","10.0.2.15","TCP","60","443  >  34056 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"193","1.190717429","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"194","1.190806833","23.201.191.195","10.0.2.15","TCP","60","443  >  34104 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"195","1.191963493","10.0.2.15","23.201.191.195","TLSv1.3","571","Client Hello"
"196","1.192049057","23.201.191.195","10.0.2.15","TCP","60","443  >  34092 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"197","1.192376725","10.0.2.15","199.232.90.132","TCP","74","57674  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450153 TSecr=0 WS=128"
"198","1.192427509","10.0.2.15","199.232.90.132","TCP","74","57690  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450153 TSecr=0 WS=128"
"199","1.192770522","10.0.2.15","199.232.90.132","TCP","74","57694  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450153 TSecr=0 WS=128"
"200","1.193040035","10.0.2.15","199.232.90.132","TCP","74","57696  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450153 TSecr=0 WS=128"
"201","1.193709688","10.0.2.15","199.232.90.132","TCP","74","57700  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450154 TSecr=0 WS=128"
"202","1.194068156","10.0.2.15","199.232.90.132","TCP","74","57704  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4150450154 TSecr=0 WS=128"
"203","1.202102485","10.0.2.15","108.138.112.90","TCP","74","55262  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2601449765 TSecr=0 WS=128"
