"No.","Time","Source","Destination","Protocol","Length","Info"
"19","0.741088960","10.0.2.15","199.232.91.5","TCP","54","54810  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"20","0.808014266","10.0.2.15","99.83.181.31","TLSv1.2","138","Application Data"
"21","0.808037935","10.0.2.15","99.83.181.31","TLSv1.2","438","Application Data"
"22","0.808183862","99.83.181.31","10.0.2.15","TCP","60","443  >  40876 [ACK] Seq=1 Ack=85 Win=65535 Len=0"
"23","0.808220066","99.83.181.31","10.0.2.15","TCP","60","443  >  40876 [ACK] Seq=1 Ack=469 Win=65535 Len=0"
"24","0.829333899","10.0.2.15","3.233.158.24","TLSv1.2","317","Application Data"
"25","0.829378664","10.0.2.15","3.233.158.24","TLSv1.2","540","Application Data"
"26","0.829419975","3.233.158.24","10.0.2.15","TCP","60","443  >  53554 [ACK] Seq=1 Ack=264 Win=65535 Len=0"
"27","0.829462599","3.233.158.24","10.0.2.15","TCP","60","443  >  53554 [ACK] Seq=1 Ack=750 Win=65535 Len=0"
"28","0.835598854","99.83.181.31","10.0.2.15","TLSv1.2","155","Application Data"
"29","0.835604673","10.0.2.15","99.83.181.31","TCP","54","40876  >  443 [ACK] Seq=469 Ack=102 Win=63360 Len=0"
"30","0.867747663","3.233.158.24","10.0.2.15","TLSv1.2","211","Application Data"
"31","0.867754663","10.0.2.15","3.233.158.24","TCP","54","53554  >  443 [ACK] Seq=750 Ack=158 Win=63360 Len=0"
"32","0.878476628","10.0.2.15","23.43.85.24","TCP","74","35268  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3856780383 TSecr=0 WS=128"
"33","0.886408974","23.43.85.24","10.0.2.15","TCP","60","443  >  35268 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"34","0.886421082","10.0.2.15","23.43.85.24","TCP","54","35268  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"35","0.892456726","10.0.2.15","23.43.85.24","TLSv1.3","724","Client Hello"
"36","0.892547387","23.43.85.24","10.0.2.15","TCP","60","443  >  35268 [ACK] Seq=1 Ack=671 Win=65535 Len=0"
"37","0.900023994","10.0.2.15","23.204.152.134","TCP","74","55888  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=963695462 TSecr=0 WS=128"
"38","0.904426106","23.43.85.24","10.0.2.15","TLSv1.3","324","Server Hello, Change Cipher Spec, Application Data, Application Data"
"39","0.904431509","10.0.2.15","23.43.85.24","TCP","54","35268  >  443 [ACK] Seq=671 Ack=271 Win=63970 Len=0"
"40","0.904845105","10.0.2.15","23.43.85.24","TLSv1.3","134","Change Cipher Spec, Application Data"
"41","0.904916569","23.43.85.24","10.0.2.15","TCP","60","443  >  35268 [ACK] Seq=271 Ack=751 Win=65535 Len=0"
"42","0.906735259","23.204.152.134","10.0.2.15","TCP","60","443  >  55888 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"43","0.906745912","10.0.2.15","23.204.152.134","TCP","54","55888  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"44","0.907930692","10.0.2.15","23.204.152.134","TLSv1.3","734","Client Hello"
"45","0.908084004","23.204.152.134","10.0.2.15","TCP","60","443  >  55888 [ACK] Seq=1 Ack=681 Win=65535 Len=0"
"46","0.911952266","10.0.2.15","23.43.85.142","TCP","54","43464  >  80 [ACK] Seq=1 Ack=1 Win=63350 Len=0"
"47","0.911961913","10.0.2.15","52.86.20.97","TCP","54","51766  >  443 [ACK] Seq=1 Ack=1 Win=63360 Len=0"
"48","0.912028652","23.43.85.142","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  43464 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"49","0.912052070","52.86.20.97","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  51766 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"50","0.912456861","23.43.85.24","10.0.2.15","TLSv1.3","341","Application Data"
"51","0.912462329","10.0.2.15","23.43.85.24","TCP","54","35268  >  443 [ACK] Seq=751 Ack=558 Win=63970 Len=0"
"52","0.917826519","10.0.2.15","23.204.12.188","TLSv1.2","3758","Application Data"
"53","0.917925537","23.204.12.188","10.0.2.15","TCP","60","443  >  38456 [ACK] Seq=1 Ack=1461 Win=65535 Len=0"
"54","0.917925592","23.204.12.188","10.0.2.15","TCP","60","443  >  38456 [ACK] Seq=1 Ack=2921 Win=65535 Len=0"
"55","0.917973433","23.204.12.188","10.0.2.15","TCP","60","443  >  38456 [ACK] Seq=1 Ack=3705 Win=65535 Len=0"
"56","0.920748014","23.204.152.134","10.0.2.15","TLSv1.3","324","Server Hello, Change Cipher Spec, Application Data, Application Data"
"57","0.920753504","10.0.2.15","23.204.152.134","TCP","54","55888  >  443 [ACK] Seq=681 Ack=271 Win=63970 Len=0"
"58","0.921095870","10.0.2.15","23.204.152.134","TLSv1.3","134","Change Cipher Spec, Application Data"
"59","0.921181665","23.204.152.134","10.0.2.15","TCP","60","443  >  55888 [ACK] Seq=271 Ack=761 Win=65535 Len=0"
"60","0.931467762","23.204.152.134","10.0.2.15","TLSv1.3","341","Application Data"
"61","0.931473077","10.0.2.15","23.204.152.134","TCP","54","55888  >  443 [ACK] Seq=761 Ack=558 Win=63970 Len=0"
"62","1.123015653","10.0.2.15","18.164.124.24","TLSv1.2","3800","Application Data"
"63","1.123117799","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=1 Ack=1461 Win=65535 Len=0"
"64","1.123173405","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=1 Ack=2921 Win=65535 Len=0"
"65","1.123173460","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=1 Ack=3747 Win=65535 Len=0"
"66","1.126782139","10.0.2.15","18.164.124.24","TLSv1.2","89","Application Data"
"67","1.126881039","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=1 Ack=3782 Win=65535 Len=0"
"68","1.129967315","18.164.124.24","10.0.2.15","TCP","2934","443  >  45190 [ACK] Seq=1 Ack=3782 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"69","1.129973374","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=2881 Win=65535 Len=0"
"70","1.130013231","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=2881 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"71","1.130016009","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=4321 Win=65535 Len=0"
"72","1.130059289","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=4321 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"73","1.130060711","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=5761 Win=65535 Len=0"
"74","1.130084773","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [PSH, ACK] Seq=5761 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"75","1.130086064","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=7201 Win=65535 Len=0"
"76","1.130192202","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=7201 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"77","1.130200701","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=8641 Win=65535 Len=0"
"78","1.130239420","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=8641 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"79","1.130267934","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=10081 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"80","1.130269553","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=10081 Win=65535 Len=0"
"81","1.130272145","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=11521 Win=65535 Len=0"
"82","1.130314845","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=11521 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"83","1.130315917","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=12961 Win=65535 Len=0"
"84","1.130361363","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=12961 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"85","1.130362522","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=14401 Win=65535 Len=0"
"86","1.130490317","18.164.124.24","10.0.2.15","TLSv1.2","2060","Application Data"
"87","1.130496310","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=16407 Win=65535 Len=0"
"88","1.130563905","18.164.124.24","10.0.2.15","TCP","2934","443  >  45190 [ACK] Seq=16407 Ack=3782 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"89","1.130603553","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=19287 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"90","1.130644219","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=20727 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"91","1.130647074","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=19287 Win=65535 Len=0"
"92","1.130647435","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=20727 Win=65535 Len=0"
"93","1.130692137","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=22167 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"94","1.130734772","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=23607 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"95","1.130736959","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=22167 Win=65535 Len=0"
"96","1.130737320","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=23607 Win=65535 Len=0"
"97","1.130737582","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=25047 Win=65535 Len=0"
"98","1.130773337","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=25047 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"99","1.130834063","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=26487 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"100","1.130887963","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=27927 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"101","1.130936351","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=29367 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"102","1.130979839","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=30807 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"103","1.131030261","18.164.124.24","10.0.2.15","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"104","1.131031694","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=26487 Win=65535 Len=0"
"105","1.131031978","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=27927 Win=65535 Len=0"
"106","1.131071069","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=33687 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"107","1.131072721","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=29367 Win=65535 Len=0"
"108","1.131073060","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=30807 Win=65535 Len=0"
"109","1.131073476","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=32247 Win=65535 Len=0"
"110","1.131073760","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=33687 Win=65535 Len=0"
"111","1.131073979","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=35127 Win=65535 Len=0"
"112","1.131119304","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=35127 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"113","1.131162070","18.164.124.24","10.0.2.15","TCP","620","443  >  45190 [PSH, ACK] Seq=36567 Ack=3782 Win=65535 Len=566 [TCP segment of a reassembled PDU]"
"114","1.131302193","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=36567 Win=65535 Len=0"
"115","1.131304162","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=37133 Win=65535 Len=0"
"116","1.131364240","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=37133 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"117","1.131369064","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=38573 Win=65535 Len=0"
"118","1.131417736","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=38573 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"119","1.131422198","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=40013 Win=65535 Len=0"
"120","1.131445802","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=40013 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"121","1.131447016","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=41453 Win=65535 Len=0"
"122","1.131497351","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=41453 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"123","1.131498685","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=42893 Win=65535 Len=0"
"124","1.131552640","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=42893 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"125","1.131553821","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=44333 Win=65535 Len=0"
"126","1.131604626","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=44333 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"127","1.131605753","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=45773 Win=65535 Len=0"
"128","1.131646309","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=45773 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"129","1.131649820","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=47213 Win=65535 Len=0"
"130","1.131699862","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=47213 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"131","1.131706630","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=48653 Win=65535 Len=0"
"132","1.131739259","18.164.124.24","10.0.2.15","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"133","1.131784081","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=50093 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"134","1.131889322","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=51533 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"135","1.131917170","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=52973 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"136","1.131918602","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=50093 Win=65535 Len=0"
"137","1.131923218","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=51533 Win=65535 Len=0"
"138","1.131923655","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=52973 Win=65535 Len=0"
"139","1.131923896","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=54413 Win=65535 Len=0"
"140","1.131948790","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=54413 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"141","1.131949928","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=55853 Win=65535 Len=0"
"142","1.132006092","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=55853 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"143","1.132009592","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=57293 Win=65535 Len=0"
"144","1.132039703","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=57293 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"145","1.132041180","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=58733 Win=65535 Len=0"
"146","1.132099324","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=58733 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"147","1.132102769","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=60173 Win=65535 Len=0"
"148","1.132183552","18.164.124.24","10.0.2.15","TCP","2934","443  >  45190 [ACK] Seq=60173 Ack=3782 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"149","1.132188474","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=63053 Win=65535 Len=0"
"150","1.132223081","18.164.124.24","10.0.2.15","TLSv1.2","2626","Application Data"
"151","1.132224612","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=65625 Win=65535 Len=0"
"152","1.132288137","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=65625 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"153","1.132291604","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=67065 Win=65535 Len=0"
"154","1.132325784","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=67065 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"155","1.132327217","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=68505 Win=65535 Len=0"
"156","1.132353216","18.164.124.24","10.0.2.15","TCP","2934","443  >  45190 [ACK] Seq=68505 Ack=3782 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"157","1.132354758","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=71385 Win=65535 Len=0"
"158","1.132437567","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=71385 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"159","1.132442828","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=72825 Win=65535 Len=0"
"160","1.132486283","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=72825 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"161","1.132487989","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=74265 Win=65535 Len=0"
"162","1.132518767","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=74265 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"163","1.132520134","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=75705 Win=65535 Len=0"
"164","1.132569879","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=75705 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"165","1.132571552","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=77145 Win=65535 Len=0"
"166","1.132618255","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=77145 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"167","1.132619874","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=78585 Win=65535 Len=0"
"168","1.132659140","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=78585 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"169","1.132660420","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=80025 Win=65535 Len=0"
"170","1.132711640","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=80025 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"171","1.132713062","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=81465 Win=65535 Len=0"
"172","1.132754811","18.164.124.24","10.0.2.15","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"173","1.132756102","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=82905 Win=65535 Len=0"
"174","1.132794471","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=82905 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"175","1.132795729","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=84345 Win=65535 Len=0"
"176","1.132848207","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=84345 Ack=3782 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"177","1.132849487","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=85785 Win=65535 Len=0"
"178","1.132886401","18.164.124.24","10.0.2.15","TLSv1.2","406","Application Data"
"179","1.132888118","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=3782 Ack=86137 Win=65535 Len=0"
"180","1.161372139","10.0.2.15","18.164.124.24","TLSv1.2","3792","Application Data"
"181","1.161485803","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=86137 Ack=5242 Win=65535 Len=0"
"182","1.161548355","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=86137 Ack=6702 Win=65535 Len=0"
"183","1.161548409","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=86137 Ack=7520 Win=65535 Len=0"
"184","1.167158490","18.164.124.24","10.0.2.15","TCP","2934","443  >  45190 [ACK] Seq=86137 Ack=7520 Win=65535 Len=2880 [TCP segment of a reassembled PDU]"
"185","1.167163915","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=7520 Ack=89017 Win=65535 Len=0"
"186","1.167195087","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=89017 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"187","1.167222595","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=90457 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"188","1.167223765","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=7520 Ack=91897 Win=65535 Len=0"
"189","1.167257321","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=91897 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"190","1.167298250","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=93337 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"191","1.167299300","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=7520 Ack=94777 Win=65535 Len=0"
"192","1.167337581","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=94777 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"193","1.167380194","18.164.124.24","10.0.2.15","TCP","1494","443  >  45190 [ACK] Seq=96217 Ack=7520 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"194","1.167381627","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=7520 Ack=97657 Win=65535 Len=0"
